symbol,name,market,trade_date,close,pct_chg,ma5,ma10,ma20,ma5_ma10_diff_pct,signals,score,reason
300915,海融科技,0,20260302,26.0,-0.269,26.024,25.999,25.71,0.0962,强势回调买 / 支撑确认买,5.7467,强势回调买；支撑确认买
600420,国药现代,1,20260302,10.73,0.374,10.678,10.718,10.6715,-0.3732,强势回调买 / 支撑确认买,5.7443,强势回调买；支撑确认买
600754,锦江酒店,1,20260302,28.1,-0.636,27.532,27.458,27.2325,0.2695,强势回调买 / 金叉跟进买,5.744,强势回调买；金叉跟进买
000895,双汇发展,0,20260302,26.4,0.457,26.304,26.447,26.1995,-0.5407,强势回调买 / 支撑确认买,5.7375,强势回调买；支撑确认买
002840,华统股份,0,20260302,9.86,-1.301,9.91,9.823,9.7995,0.8857,强势回调买 / 支撑确认买,5.7252,强势回调买；支撑确认买
300571,平治信息,0,20260302,30.4,-4.342,30.616,31.312,30.291,-2.2228,强势回调买 / 支撑确认买,5.7164,强势回调买；支撑确认买
601229,上海银行,1,20260302,9.75,0.723,9.766,9.884,9.6315,-1.1938,强势回调买 / 支撑确认买,5.7048,强势回调买；支撑确认买
000815,美利云,0,20260302,14.4,-4.0,14.454,14.73,14.257,-1.8737,强势回调买 / 支撑确认买,5.6873,强势回调买；支撑确认买
603060,国检集团,1,20260302,6.77,-2.026,6.824,6.843,6.744,-0.2777,强势回调买 / 支撑确认买,5.6855,强势回调买；支撑确认买
603310,巍华新材,1,20260302,17.71,0.0,17.664,17.52,17.496,0.8219,强势回调买 / 支撑确认买,5.6772,强势回调买；支撑确认买
603881,数据港,1,20260302,39.3,-5.05,39.574,40.765,39.063,-2.9216,强势回调买 / 支撑确认买,5.6709,强势回调买；支撑确认买
000589,贵州轮胎,0,20260302,5.18,-0.385,5.166,5.129,5.1165,0.7214,强势回调买 / 支撑确认买,5.6705,强势回调买；支撑确认买
601518,吉林高速,1,20260302,2.96,-1.003,2.966,2.942,2.92,0.8158,强势回调买 / 支撑确认买,5.6653,强势回调买；支撑确认买
603105,芯能科技,1,20260302,10.39,-1.423,10.344,10.341,10.2855,0.029,强势回调买 / 支撑确认买,5.6634,强势回调买；支撑确认买
603816,顾家家居,1,20260302,35.75,-0.028,35.786,35.962,35.2055,-0.4894,强势回调买 / 支撑确认买,5.6605,强势回调买；支撑确认买
688110,东芯股份,1,20260302,133.6,-4.571,134.53,133.338,132.7075,0.894,强势回调买 / 支撑确认买,5.6581,强势回调买；支撑确认买
600035,楚天高速,1,20260302,4.02,-0.741,4.006,3.979,3.9715,0.6786,强势回调买 / 支撑确认买,5.6509,强势回调买；支撑确认买
000404,长虹华意,0,20260302,7.23,-0.687,7.244,7.21,7.1235,0.4716,强势回调买 / 支撑确认买,5.643,强势回调买；支撑确认买
002310,东方新能,0,20260302,2.37,-3.265,2.388,2.369,2.3545,0.802,强势回调买 / 支撑确认买,5.6422,强势回调买；支撑确认买
603072,天和磁材,1,20260302,43.95,-1.634,44.042,43.344,43.308,1.6104,强势回调买 / 支撑确认买,5.6409,强势回调买；支撑确认买
000550,江铃汽车,0,20260302,18.39,-1.341,18.46,18.213,18.165,1.3562,强势回调买 / 支撑确认买,5.6385,强势回调买；支撑确认买
603213,镇洋发展,1,20260302,13.9,-1.278,14.01,13.959,13.81,0.3654,强势回调买 / 支撑确认买,5.6341,强势回调买；支撑确认买
600458,时代新材,1,20260302,14.65,-0.947,14.73,14.542,14.499,1.2928,强势回调买 / 支撑确认买,5.6288,强势回调买；支撑确认买
688202,美迪西,1,20260302,69.51,-0.983,68.206,67.688,64.76,0.7653,强势回调买 / 金叉跟进买,5.6264,强势回调买；金叉跟进买
601696,中银证券,1,20260302,14.04,-1.887,14.16,14.129,13.9475,0.2194,强势回调买 / 支撑确认买,5.6131,强势回调买；支撑确认买
300481,濮阳惠成,0,20260302,17.73,-1.336,17.85,17.583,17.565,1.5185,强势回调买 / 支撑确认买,5.6104,强势回调买；支撑确认买
603167,渤海轮渡,1,20260302,9.77,-0.509,9.796,9.706,9.619,0.9273,强势回调买 / 支撑确认买,5.6064,强势回调买；支撑确认买
688616,西力科技,1,20260302,13.73,-0.938,13.792,13.729,13.554,0.4589,强势回调买 / 支撑确认买,5.6054,强势回调买；支撑确认买
600527,江南高纤,1,20260302,2.33,-0.851,2.334,2.316,2.2905,0.7772,强势回调买 / 支撑确认买,5.6037,强势回调买；支撑确认买
002884,凌霄泵业,0,20260302,18.14,-0.33,18.272,18.187,17.967,0.4674,强势回调买 / 支撑确认买,5.5907,强势回调买；支撑确认买
603062,麦加芯彩,1,20260302,51.35,-1.288,51.916,51.581,51.124,0.6495,强势回调买 / 支撑确认买,5.5845,强势回调买；支撑确认买
002282,博深股份,0,20260302,7.83,-2.125,7.912,7.848,7.7865,0.8155,强势回调买 / 支撑确认买,5.5773,强势回调买；支撑确认买
002936,郑州银行,0,20260302,1.94,0.518,1.928,1.926,1.9165,0.1038,强势回调买 / 支撑确认买,5.568,强势回调买；支撑确认买
603803,瑞斯康达,1,20260302,10.22,-1.541,10.34,10.356,10.173,-0.1545,强势回调买 / 支撑确认买,5.5594,强势回调买；支撑确认买
000719,中原传媒,0,20260302,13.29,-1.483,13.364,13.369,13.103,-0.0374,强势回调买 / 支撑确认买,5.5485,强势回调买；支撑确认买
300490,华自科技,0,20260302,16.93,-1.34,16.836,17.095,16.6855,-1.5151,强势回调买 / 支撑确认买,5.5394,强势回调买；支撑确认买
601368,绿城水务,1,20260302,5.36,-1.289,5.342,5.278,5.2645,1.2126,强势回调买 / 支撑确认买,5.5361,强势回调买；支撑确认买
688533,上声电子,1,20260302,33.6,-1.118,33.542,32.999,32.9215,1.6455,强势回调买 / 支撑确认买,5.5359,强势回调买；支撑确认买
301031,中熔电气,0,20260302,146.41,0.226,147.442,146.09,144.569,0.9255,强势回调买 / 支撑确认买,5.5353,强势回调买；支撑确认买
301387,光大同创,0,20260302,61.25,-0.922,61.0,61.365,60.2125,-0.5948,强势回调买 / 支撑确认买,5.5324,强势回调买；支撑确认买
601169,北京银行,1,20260302,5.43,0.742,5.388,5.411,5.366,-0.4251,强势回调买 / 支撑确认买,5.5276,强势回调买；支撑确认买
601158,重庆水务,1,20260302,4.61,0.217,4.576,4.559,4.553,0.3729,强势回调买 / 支撑确认买,5.5267,强势回调买；支撑确认买
600372,中航机载,1,20260302,16.07,-0.434,16.178,15.901,15.852,1.742,强势回调买 / 支撑确认买,5.5247,强势回调买；支撑确认买
301206,三元生物,0,20260302,28.25,-1.051,28.302,27.826,27.668,1.7106,强势回调买 / 支撑确认买,5.5242,强势回调买；支撑确认买
301040,中环海陆,0,20260302,38.9,1.806,38.028,37.635,35.595,1.0442,强势回调买 / 金叉跟进买,5.5121,强势回调买；金叉跟进买
600939,重庆建工,1,20260302,3.23,-2.121,3.268,3.241,3.2075,0.8331,强势回调买 / 支撑确认买,5.5109,强势回调买；支撑确认买
300383,光环新网,0,20260302,16.46,-5.673,16.366,17.009,16.2025,-3.7804,强势回调买 / 支撑确认买,5.5098,强势回调买；支撑确认买
000423,东阿阿胶,0,20260302,54.08,-0.533,54.66,55.004,53.593,-0.6254,强势回调买 / 支撑确认买,5.4999,强势回调买；支撑确认买
002382,蓝帆医疗,0,20260302,6.05,-0.493,6.012,5.967,5.9575,0.7541,强势回调买 / 支撑确认买,5.4998,强势回调买；支撑确认买
000565,渝三峡Ａ,0,20260302,8.51,-2.408,8.606,8.541,8.439,0.761,强势回调买 / 支撑确认买,5.4971,强势回调买；支撑确认买
002198,嘉应制药,0,20260302,7.14,-2.592,7.226,7.15,7.0865,1.0629,强势回调买 / 支撑确认买,5.492,强势回调买；支撑确认买
601860,紫金银行,1,20260302,2.82,1.075,2.788,2.801,2.797,-0.4641,强势回调买 / 支撑确认买,5.4912,强势回调买；支撑确认买
600997,开滦股份,1,20260302,6.48,1.567,6.33,6.267,6.214,1.0053,强势回调买 / 金叉跟进买,5.4891,强势回调买；金叉跟进买
600845,宝信软件,1,20260302,23.8,-1.572,23.956,23.766,23.43,0.7995,强势回调买 / 支撑确认买,5.4888,强势回调买；支撑确认买
688187,时代电气,1,20260302,59.49,0.152,59.686,58.575,58.28,1.8967,强势回调买 / 支撑确认买,5.4862,强势回调买；支撑确认买
603551,奥普科技,1,20260302,11.92,-0.084,11.964,12.036,11.6835,-0.5982,强势回调买 / 支撑确认买,5.4848,强势回调买；支撑确认买
001965,招商公路,0,20260302,9.76,0.722,9.68,9.695,9.6305,-0.1547,强势回调买 / 支撑确认买,5.4831,强势回调买；支撑确认买
600796,钱江生化,1,20260302,6.9,-1.709,6.954,6.894,6.7985,0.8703,强势回调买 / 支撑确认买,5.4684,强势回调买；支撑确认买
603733,仙鹤股份,1,20260302,24.96,0.645,24.858,24.74,24.452,0.477,强势回调买 / 支撑确认买,5.4614,强势回调买；支撑确认买
002458,益生股份,0,20260302,9.89,-1.69,9.868,9.753,9.659,1.1791,强势回调买 / 支撑确认买,5.4548,强势回调买；支撑确认买
688129,东来技术,1,20260302,23.65,-0.588,23.906,23.782,23.3875,0.5214,强势回调买 / 支撑确认买,5.4543,强势回调买；支撑确认买
301577,美信科技,0,20260302,63.2,1.363,62.786,62.943,62.0835,-0.2494,强势回调买 / 支撑确认买,5.4425,强势回调买；支撑确认买
600308,华泰股份,1,20260302,4.21,-0.237,4.21,4.141,4.095,1.6663,强势回调买 / 支撑确认买,5.4383,强势回调买；支撑确认买
300184,力源信息,0,20260302,11.02,-3.418,11.13,10.929,10.874,1.8391,强势回调买 / 支撑确认买,5.435,强势回调买；支撑确认买
688501,青达环保,1,20260302,28.04,-2.266,27.778,28.047,27.646,-0.9591,强势回调买 / 支撑确认买,5.432,强势回调买；支撑确认买
600872,中炬高新,1,20260302,18.62,-0.587,18.82,18.734,18.384,0.4591,强势回调买 / 支撑确认买,5.4244,强势回调买；支撑确认买
300919,中伟新材,0,20260302,56.11,-2.23,56.19,54.867,54.6395,2.4113,强势回调买 / 支撑确认买,5.419,强势回调买；支撑确认买
605005,合兴股份,1,20260302,19.58,0.41,19.462,19.305,19.1965,0.8133,强势回调买 / 支撑确认买,5.4186,强势回调买；支撑确认买
603214,爱婴室,1,20260302,18.7,-0.953,18.794,18.671,18.3025,0.6588,强势回调买 / 支撑确认买,5.4156,强势回调买；支撑确认买
603608,天创时尚,1,20260302,11.26,-2.172,11.292,11.131,10.981,1.4464,强势回调买 / 支撑确认买,5.4068,强势回调买；支撑确认买
000507,珠海港,0,20260302,5.59,-0.357,5.552,5.501,5.4835,0.9271,强势回调买 / 支撑确认买,5.4062,强势回调买；支撑确认买
688121,卓然股份,1,20260302,12.18,-1.456,12.32,12.234,12.0255,0.703,强势回调买 / 支撑确认买,5.4021,强势回调买；支撑确认买
605222,起帆电缆,1,20260302,21.8,-0.819,21.732,21.342,21.2585,1.8274,强势回调买 / 支撑确认买,5.3967,强势回调买；支撑确认买
600425,青松建化,1,20260302,4.67,0.43,4.64,4.583,4.576,1.2437,强势回调买 / 支撑确认买,5.3952,强势回调买；支撑确认买
600919,江苏银行,1,20260302,10.44,0.87,10.364,10.404,10.2425,-0.3845,强势回调买 / 支撑确认买,5.3944,强势回调买；支撑确认买
002102,能特科技,0,20260302,3.55,0.282,3.524,3.496,3.483,0.8009,强势回调买 / 支撑确认买,5.3939,强势回调买；支撑确认买
603637,镇海股份,1,20260302,13.04,-0.382,13.182,13.186,12.856,-0.0303,强势回调买 / 支撑确认买,5.3906,强势回调买；支撑确认买
300880,迦南智能,0,20260302,19.73,-1.792,19.948,19.63,19.4445,1.62,强势回调买 / 支撑确认买,5.3785,强势回调买；支撑确认买
300316,晶盛机电,0,20260302,56.08,0.61,54.562,54.191,52.389,0.6846,强势回调买 / 金叉跟进买,5.3654,强势回调买；金叉跟进买
300962,中金辐照,0,20260302,17.8,1.136,17.63,17.572,17.4975,0.3301,强势回调买 / 支撑确认买,5.365,强势回调买；支撑确认买
688057,金达莱,1,20260302,13.13,-2.234,13.28,13.062,12.937,1.669,强势回调买 / 支撑确认买,5.3628,强势回调买；支撑确认买
000429,粤高速Ａ,0,20260302,12.28,0.409,12.112,12.179,12.1445,-0.5501,强势回调买 / 支撑确认买,5.3607,强势回调买；支撑确认买
688517,金冠电气,1,20260302,18.25,-1.458,18.462,18.253,17.975,1.145,强势回调买 / 支撑确认买,5.3495,强势回调买；支撑确认买
300041,回天新材,0,20260302,12.74,-1.698,12.876,12.589,12.529,2.2798,强势回调买 / 支撑确认买,5.3463,强势回调买；支撑确认买
300214,日科化学,0,20260302,7.58,-1.686,7.622,7.502,7.3965,1.5996,强势回调买 / 支撑确认买,5.3385,强势回调买；支撑确认买
600491,龙元建设,1,20260302,3.22,-1.529,3.192,3.19,3.157,0.0627,强势回调买 / 支撑确认买,5.3377,强势回调买；支撑确认买
601038,一拖股份,1,20260302,14.67,-1.345,14.826,14.442,14.42,2.6589,强势回调买 / 支撑确认买,5.3376,强势回调买；支撑确认买
002078,太阳纸业,0,20260302,17.24,-0.116,17.25,17.036,16.7005,1.2562,强势回调买 / 支撑确认买,5.3365,强势回调买；支撑确认买
000999,华润三九,0,20260302,29.17,1.004,28.878,29.023,28.6365,-0.4996,强势回调买 / 支撑确认买,5.3241,强势回调买；支撑确认买
600926,杭州银行,1,20260302,16.47,1.354,16.296,16.342,16.1815,-0.2815,强势回调买 / 支撑确认买,5.3231,强势回调买；支撑确认买
000401,金隅冀东,0,20260302,5.21,0.774,5.162,5.163,5.1055,-0.0194,强势回调买 / 支撑确认买,5.3117,强势回调买；支撑确认买
601006,大秦铁路,1,20260302,5.15,0.98,5.092,5.084,5.062,0.1574,强势回调买 / 支撑确认买,5.3106,强势回调买；支撑确认买
603050,科林电气,1,20260302,21.62,-0.871,21.848,21.384,21.2205,2.1698,强势回调买 / 支撑确认买,5.3104,强势回调买；支撑确认买
601916,浙商银行,1,20260302,3.01,1.007,2.978,2.978,2.9555,0.0,强势回调买 / 支撑确认买,5.3088,强势回调买；支撑确认买
002318,久立特材,0,20260302,35.09,1.534,34.972,34.772,34.076,0.5752,强势回调买 / 支撑确认买,5.3036,强势回调买；支撑确认买
000927,中国铁物,0,20260302,2.95,-0.338,2.928,2.891,2.882,1.2798,强势回调买 / 支撑确认买,5.3027,强势回调买；支撑确认买
300575,中旗股份,0,20260302,6.86,-2.14,6.942,6.847,6.741,1.3875,强势回调买 / 支撑确认买,5.2926,强势回调买；支撑确认买
688681,科汇股份,1,20260302,20.43,-2.249,20.512,20.219,19.814,1.4491,强势回调买 / 支撑确认买,5.2583,强势回调买；支撑确认买
000900,现代投资,0,20260302,4.35,-0.229,4.306,4.268,4.2565,0.8903,强势回调买 / 支撑确认买,5.2541,强势回调买；支撑确认买
600901,江苏金租,1,20260302,6.46,0.311,6.38,6.406,6.3355,-0.4059,强势回调买 / 支撑确认买,5.2308,强势回调买；支撑确认买
300895,铜牛信息,0,20260302,56.84,-3.169,57.068,57.047,55.0335,0.0368,强势回调买 / 支撑确认买,5.2236,强势回调买；支撑确认买
688592,司南导航,1,20260302,49.51,0.794,49.012,48.948,48.342,0.1308,强势回调买 / 支撑确认买,5.212,强势回调买；支撑确认买
300019,硅宝科技,0,20260302,22.58,-2.293,22.828,22.093,22.0635,3.3268,强势回调买 / 支撑确认买,5.2059,强势回调买；支撑确认买
600815,厦工股份,1,20260302,3.29,0.612,3.262,3.233,3.199,0.897,强势回调买 / 支撑确认买,5.1736,强势回调买；支撑确认买
688448,磁谷科技,1,20260302,66.0,-0.677,65.262,66.105,64.4285,-1.2752,强势回调买 / 支撑确认买,5.1729,强势回调买；支撑确认买
002135,东南网架,0,20260302,6.4,-0.929,6.39,6.299,6.132,1.4447,强势回调买 / 支撑确认买,5.1531,强势回调买；支撑确认买
600231,凌钢股份,1,20260302,2.44,-1.613,2.42,2.37,2.367,2.1097,强势回调买 / 支撑确认买,5.1353,强势回调买；支撑确认买
600511,国药股份,1,20260302,29.77,1.673,29.324,29.203,29.1715,0.4143,强势回调买 / 支撑确认买,5.1334,强势回调买；支撑确认买
001278,一彬科技,0,20260302,24.59,-0.162,24.864,24.966,23.9465,-0.4086,强势回调买 / 支撑确认买,5.132,强势回调买；支撑确认买
601816,京沪高铁,1,20260302,5.02,1.414,4.932,4.956,4.933,-0.4843,强势回调买 / 支撑确认买,5.112,强势回调买；支撑确认买
600016,民生银行,1,20260302,3.95,1.804,3.9,3.927,3.8525,-0.6875,强势回调买 / 支撑确认买,5.1092,强势回调买；支撑确认买
603989,艾华集团,1,20260302,19.13,-0.313,19.262,18.804,18.475,2.4357,强势回调买 / 支撑确认买,5.0853,强势回调买；支撑确认买
601598,中国外运,1,20260302,6.17,3.523,5.948,5.934,5.8595,0.2359,强势回调买 / 金叉跟进买,5.0803,强势回调买；金叉跟进买
000692,惠天热电,0,20260302,3.97,-1.733,4.014,3.954,3.849,1.5175,强势回调买 / 支撑确认买,5.0424,强势回调买；支撑确认买
601015,陕西黑猫,1,20260302,5.17,4.024,4.976,4.869,4.659,2.1976,强势回调买 / 金叉跟进买,5.0304,强势回调买；金叉跟进买
002837,英维克,0,20260302,111.05,2.35,110.414,108.177,105.323,2.0679,强势回调买 / 支撑确认买,5.0272,强势回调买；支撑确认买
688312,燕麦科技,1,20260302,56.2,12.064,51.166,50.76,45.9155,0.7998,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
688191,智洋创新,1,20260302,49.41,10.29,42.466,41.029,39.0825,3.5024,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
600028,中国石化,1,20260302,7.11,10.062,6.632,6.563,6.4905,1.0513,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
002413,雷科防务,0,20260302,16.36,10.02,15.162,14.751,14.3975,2.7863,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
600236,桂冠电力,1,20260302,9.78,10.011,8.862,8.713,8.532,1.7101,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
688338,赛科希德,1,20260302,35.81,7.183,33.688,33.309,31.7815,1.1378,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
601088,中国神华,1,20260302,44.73,5.845,42.704,42.508,41.8815,0.4611,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
601969,海南矿业,1,20260302,12.89,4.204,12.134,11.973,11.6875,1.3447,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
688275,万润新能,1,20260302,91.56,3.469,85.904,84.824,80.784,1.2732,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
000592,平潭发展,0,20260302,12.14,2.707,11.394,11.144,10.9295,2.2434,强势回调买 / 金叉跟进买,5.0,强势回调买；金叉跟进买
300684,中石科技,0,20260302,58.06,0.467,57.442,56.714,56.109,1.2836,强势回调买 / 支撑确认买,4.9818,强势回调买；支撑确认买
600751,海航科技,1,20260302,4.25,0.236,4.218,4.255,4.056,-0.8696,强势回调买 / 支撑确认买,4.9724,强势回调买；支撑确认买
300468,四方精创,0,20260302,35.3,-3.394,35.58,34.721,33.786,2.474,强势回调买 / 支撑确认买,4.9639,强势回调买；支撑确认买
603031,安孚科技,1,20260302,57.89,1.937,57.414,57.439,55.2,-0.0435,强势回调买 / 支撑确认买,4.9513,强势回调买；支撑确认买
300843,胜蓝股份,0,20260302,59.85,3.119,59.296,58.659,55.6685,1.0859,强势回调买 / 支撑确认买,4.9197,强势回调买；支撑确认买
301141,中科磁业,0,20260302,64.2,-1.549,63.586,62.626,61.7045,1.5329,强势回调买 / 支撑确认买,4.9103,强势回调买；支撑确认买
300109,新开源,0,20260302,19.99,-0.299,19.7,19.425,19.344,1.4157,强势回调买 / 支撑确认买,4.8905,强势回调买；支撑确认买
002826,易明医药,0,20260302,21.03,-2.049,20.742,20.709,20.2975,0.1594,强势回调买 / 支撑确认买,4.8617,强势回调买；支撑确认买
000959,首钢股份,0,20260302,5.79,1.224,5.678,5.603,5.5995,1.3386,强势回调买 / 支撑确认买,4.7278,强势回调买；支撑确认买
688619,罗普特,1,20260302,15.07,0.803,14.814,14.774,14.423,0.2707,强势回调买 / 支撑确认买,4.6816,强势回调买；支撑确认买
300737,科顺股份,0,20260302,7.82,4.267,7.678,7.485,7.3255,2.5785,强势回调买 / 支撑确认买,4.6452,强势回调买；支撑确认买
000829,天音控股,0,20260302,11.11,1.092,10.902,10.848,10.6195,0.4978,强势回调买 / 支撑确认买,4.6276,强势回调买；支撑确认买
688178,万德斯,1,20260302,26.48,1.964,25.978,25.428,25.2375,2.163,强势回调买 / 支撑确认买,4.6203,强势回调买；支撑确认买
603012,创力集团,1,20260302,8.39,1.697,8.192,8.176,8.1015,0.1957,强势回调买 / 支撑确认买,4.5627,强势回调买；支撑确认买
002876,三利谱,0,20260302,28.27,2.242,27.66,27.708,26.798,-0.1732,强势回调买 / 支撑确认买,4.5384,强势回调买；支撑确认买
603568,伟明环保,1,20260302,28.97,2.876,28.312,27.69,27.494,2.2463,强势回调买 / 支撑确认买,4.5028,强势回调买；支撑确认买
000898,鞍钢股份,0,20260302,2.71,0.37,2.646,2.591,2.59,2.1227,强势回调买 / 支撑确认买,4.4744,强势回调买；支撑确认买
002142,宁波银行,0,20260302,32.3,3.228,31.344,31.615,31.3365,-0.8572,强势回调买 / 支撑确认买,4.4701,强势回调买；支撑确认买
601838,成都银行,1,20260302,16.74,3.525,16.262,16.349,16.187,-0.5321,强势回调买 / 支撑确认买,4.4349,强势回调买；支撑确认买
300012,华测检测,0,20260302,16.62,1.838,16.202,15.953,15.8475,1.5608,强势回调买 / 支撑确认买,4.426,强势回调买；支撑确认买
